Id,Name,Type,Address
02a7d533-fc02-48ec-875b-b9cdab8471aa,스타벅스 상도2호점,스타벅스,서울 동작구 75길 82
d2773091-9ddf-465b-80c3-2badde2819de,이디야 송도6호점,이디야,인천 연수구 82길 81
a2bed198-dd3b-46ca-8e09-12ab90f03f1a,투썸플레이스 강남4호점,투썸플레이스,서울 강남구 39로 82
00458c11-ee37-4551-b512-c7fb56ff293a,이디야 부평7호점,이디야,인천 부평구 75로 4
8af74743-9f54-4e4d-af6b-485642ce0815,커피빈 중앙로8호점,커피빈,대전 중구 59로 55
ef9e78b8-bdd5-451c-8b5a-636ad5438697,이디야 중앙로3호점,이디야,대전 중구 57길 1
562a142d-2285-43ce-89df-022bf8fce565,이디야 중앙로9호점,이디야,대전 중구 61로 40
806a5bd3-5ac1-4679-abe6-b96a7edbc25e,스타벅스 부평8호점,스타벅스,인천 부평구 27길 13
1ce78b40-c616-4df9-aa5d-4f3a7cb5b33b,투썸플레이스 송도8호점,투썸플레이스,인천 연수구 27로 41
b1dfc35c-d323-4e89-9ce9-fd9758fd9af9,스타벅스 이월드9호점,스타벅스,대구 달서구 84길 57
bafb638f-cfaa-4adb-a882-9202a0dd2bd2,커피빈 광안리10호점,커피빈,부산 수영구 3로 44
c09a8208-c466-4064-a9d6-b7de39130a5e,투썸플레이스 이월드3호점,투썸플레이스,대구 달서구 8길 48
8e781b82-8e4a-496d-af07-84c533851790,스타벅스 중앙로7호점,스타벅스,대전 중구 66로 28
2ed7592d-c925-442d-a246-858c607a46ca,투썸플레이스 이월드3호점,투썸플레이스,대구 달서구 52길 4
e047f94e-7535-4296-a227-07f646ce9497,이디야 이월드1호점,이디야,대구 달서구 61길 35
28408003-6dba-4b63-b9c8-89eee967032f,커피빈 중앙로3호점,커피빈,대전 중구 81길 57
1e30be0c-068d-4b73-84ee-204295995ebe,투썸플레이스 강남7호점,투썸플레이스,서울 강남구 2길 13
e9646d5b-ce35-4741-a553-5f28a1cbc9d6,스타벅스 이월드10호점,스타벅스,대구 달서구 66길 53
4b73bed3-e1eb-4a3c-8e40-0c3ca1a15d44,스타벅스 해운대6호점,스타벅스,부산 해운대구 6로 27
32569eed-fab3-43fb-8c24-63925a2724d0,투썸플레이스 광안리9호점,투썸플레이스,부산 수영구 9길 31
8cdefd66-d234-4290-ab07-128f83177a0a,투썸플레이스 중앙로5호점,투썸플레이스,대전 중구 5길 19
8070ede8-7bf0-4c63-9700-84f188c54c50,투썸플레이스 부평10호점,투썸플레이스,인천 부평구 4길 8
89615001-0158-40eb-9aa2-18ee7a9f52a9,커피빈 부평1호점,커피빈,인천 부평구 43로 84
3cae1f7e-8bff-4187-84ce-f1cdcaf4473a,스타벅스 부평8호점,스타벅스,인천 부평구 11로 32
9fd408bc-7f07-4bfc-a7df-09defa4f41d6,커피빈 이월드9호점,커피빈,대구 달서구 18로 59
ba903bcc-17f1-4a52-a34d-0bceba8968be,투썸플레이스 중앙로5호점,투썸플레이스,대전 중구 86길 31
0222ff1a-4b0c-4811-84ee-31d8892bf5c6,이디야 광안리1호점,이디야,부산 수영구 30로 56
921f1cfc-63c0-4bfd-a2bd-8da59914e3c5,이디야 부평1호점,이디야,인천 부평구 23길 5
80ddc9a5-e82d-49db-8e3d-e8678e32be32,이디야 광안리1호점,이디야,부산 수영구 83로 66
137f8fc4-e557-4386-b20a-69252774c962,커피빈 이월드10호점,커피빈,대구 달서구 28길 32
39b3dce1-b56e-44bb-9390-37fc483cd5c0,투썸플레이스 송도9호점,투썸플레이스,인천 연수구 89로 26
e65d39f3-f497-4fcc-b3e6-ce9df68e3541,스타벅스 송도1호점,스타벅스,인천 연수구 69로 46
595370ca-3551-4b3a-89aa-ef95e8f9efe2,투썸플레이스 중앙로5호점,투썸플레이스,대전 중구 43로 50
d250a125-dc54-4af8-897d-cf06b9c3f8f1,이디야 중앙로7호점,이디야,대전 중구 22길 41
6ed0d3a7-40a5-44e6-ae01-5f6f35e2a47e,스타벅스 부평3호점,스타벅스,인천 부평구 29길 69
befa5984-d7b0-4c26-8281-68fcc415afce,커피빈 광안리8호점,커피빈,부산 수영구 12로 90
f8f940d7-d8f8-470b-b31e-30079d10b646,커피빈 송도7호점,커피빈,인천 연수구 83길 69
82ae2b48-89fc-4f0a-ba31-31424c66cc98,커피빈 상도10호점,커피빈,서울 동작구 71로 26
d07270b2-0fd2-429f-a3ee-a53145c89b4c,이디야 중앙로2호점,이디야,대전 중구 59로 12
dcc48a3c-29a1-4906-bec3-90e2cca626f6,투썸플레이스 이월드6호점,투썸플레이스,대구 달서구 32로 34
f2deae0c-ebac-4e4e-8e3a-6294e52eeb4a,투썸플레이스 이월드5호점,투썸플레이스,대구 달서구 64로 37
531354aa-8c58-444f-a78b-1d4c19906d6e,스타벅스 상도6호점,스타벅스,서울 동작구 81길 13
31b696a5-b92d-49fb-ae9a-764efd283f0b,커피빈 이월드4호점,커피빈,대구 달서구 84길 26
ee6564f1-5627-4fd8-9965-9017f693f1c8,스타벅스 이월드1호점,스타벅스,대구 달서구 40길 4
565679ba-eab4-42bb-b49d-97e3ade1a178,스타벅스 이월드10호점,스타벅스,대구 달서구 66로 60
eca6ccea-787d-4094-9fb8-2f56a396b4bd,커피빈 중앙로10호점,커피빈,대전 중구 1로 88
76e09f15-e5e1-431b-898a-496ca320fb96,커피빈 이월드4호점,커피빈,대구 달서구 78길 68
f7ee5b21-b0cb-475c-b7f7-087fcd6f51c0,커피빈 상도8호점,커피빈,서울 동작구 1로 86
46240612-8a03-4ca7-acf2-9391880a0521,커피빈 광안리10호점,커피빈,부산 수영구 64길 28
083f8b8c-2333-47cd-ab7a-b5906116278a,커피빈 광안리6호점,커피빈,부산 수영구 86로 75
c2ea4706-ee63-423e-b250-35084ca11263,커피빈 송도3호점,커피빈,인천 연수구 80길 85
5b275b96-5749-41d9-8069-df9069e2753c,이디야 이월드9호점,이디야,대구 달서구 29로 57
bfc792e6-8140-4def-9549-a62cebb883a3,투썸플레이스 송도1호점,투썸플레이스,인천 연수구 7로 28
7a8e31ce-eaf4-49a6-af2b-a949a180ea88,투썸플레이스 이월드6호점,투썸플레이스,대구 달서구 27길 85
31128b31-5267-4ccc-890f-ed481e83b0a9,투썸플레이스 송도6호점,투썸플레이스,인천 연수구 17길 78
66c9cc14-6f13-4386-a306-4720ee2c0899,투썸플레이스 송도5호점,투썸플레이스,인천 연수구 28길 1
6390a510-2302-494f-99d2-d83eeaf4577a,커피빈 부평8호점,커피빈,인천 부평구 46로 47
15ecfa05-3c3a-4a6b-a5a6-c194dccf636d,이디야 중앙로7호점,이디야,대전 중구 72길 70
a06cbc02-a0f6-46b9-bd84-fd2d0e3f436d,스타벅스 송도3호점,스타벅스,인천 연수구 78로 88
cc9ac03a-09f3-4984-88d4-0f0062fc7f4e,스타벅스 부평2호점,스타벅스,인천 부평구 33로 73
51f372aa-15a4-44aa-9ed5-30ee7f357068,커피빈 송도4호점,커피빈,인천 연수구 68길 38
1f3ddba3-a832-42f2-86d3-0aa25ff0d35d,스타벅스 중앙로4호점,스타벅스,대전 중구 64로 15
e61d9e07-8e71-402d-8c24-d13ea31a29ef,투썸플레이스 중앙로9호점,투썸플레이스,대전 중구 25로 34
2a76cd38-9d4a-46dd-8c79-bc16ec3d9c61,커피빈 이월드2호점,커피빈,대구 달서구 87길 25
6bc841cf-a2eb-4d7e-93d7-4a9c317be9dd,이디야 중앙로5호점,이디야,대전 중구 89로 3
7a8357f0-0de5-4363-9796-62faf1ed2255,이디야 이월드5호점,이디야,대구 달서구 56길 24
c2a9e113-5b68-4cf6-a9e0-6a89de876942,이디야 해운대5호점,이디야,부산 해운대구 61길 27
71255727-1578-4c6f-a2b6-a5c3c6040ea6,커피빈 이월드8호점,커피빈,대구 달서구 52길 34
